Id,Run1 (ms),Run2 (ms),Run3 (ms),Run4 (ms)
Id_37987,110.2918461409,110.5575420457,110.7218577939,110.609553279
Id_37988,134.1155642959,134.5864943749,134.8764400103,134.666145109
Id_37989,120.8819213593,121.2550886433,121.5529445193,121.3266392154
Id_37990,101.6653408042,101.8394018811,102.0408518614,101.8931391097
Id_37991,94.4264017124,94.6739020941,94.8461119495,94.6593481464
Id_37992,124.7622526462,125.3064289068,125.5613893918,125.3042626622
Id_37993,93.707706559,93.9443139565,94.1118140233,93.932818278
Id_37994,113.310194118,113.7369307509,113.9895003009,113.7302949211
Id_37995,118.7509556866,119.1613258706,119.4479284426,119.1577396338
Id_37996,129.7558431433,130.269071537,130.5534817816,130.2745700985
Id_37997,95.287414127,95.5152245443,95.6816106508,95.5035929307
Id_37998,108.4972662304,108.7922746922,108.952661934,108.7836330143
Id_37999,113.7089494278,113.9829022881,114.1719967653,113.9770703619
Id_38000,114.3824330338,114.6422396966,114.8588425222,114.6430713739
Id_38001,138.2641506917,138.7496605645,139.0725088031,138.7595049317
Id_38002,91.1335588535,91.3667256437,91.55155041,91.3813379777
Id_38003,115.4961345214,115.8991354739,116.2056556328,115.9282968429
Id_38004,104.3886861328,104.675602762,104.8833951697,104.7028611012
Id_38005,109.4048154265,109.6716072755,109.9095662759,109.7032529767
Id_38006,132.2562717597,132.7428226179,133.0888693546,132.7895270901
Id_38007,98.1831483458,98.3911083162,98.5775373895,98.4039693115
Id_38008,118.7119574802,119.1107284568,119.3885277891,119.1338685853
Id_38009,113.9438916087,114.34626735,114.618210771,114.3719416583
Id_38010,129.7132610752,130.2137968844,130.4886042625,130.248490533
Id_38011,136.738727293,137.2051459754,137.55160236,137.2535642307
Id_38012,95.2560570791,95.4745840077,95.6339307037,95.4844211157
Id_38013,119.0433204038,119.4292438174,119.7171941045,119.4693337292
Id_38014,108.2352645666,108.4910502253,108.7060835765,108.5347714274
Id_38015,116.1846069577,116.5656822021,116.8473130693,116.6084039942
Id_38016,132.2613843926,132.7385240064,133.0236854404,132.7927166377
Id_38017,115.3432239796,115.5646783715,115.8103356096,115.6145538776
Id_38018,95.3540964926,95.5648436948,95.765066825,95.5975424491
Id_38019,110.0135012369,110.4273560674,110.6866267872,110.4690175978
Id_38020,94.6284144914,94.8284614324,95.0237285855,94.8638870232
Id_38021,114.4214690744,114.8053924997,115.0919984595,114.8555305738
Id_38022,112.9238711643,113.1647306871,113.3882945639,113.2149069139
Id_38023,95.6559889342,95.8585921672,96.0299233968,95.8888417737
Id_38024,138.7972344593,139.2468412836,139.5771449987,139.317434289
Id_38025,115.7802092494,116.2162061723,116.4791581147,116.2271389988
Id_38026,109.0280356853,109.3390780807,109.5093373905,109.3470038357
Id_38027,125.7678066659,126.3216138609,126.5503187938,126.335248916
Id_38028,96.0572969359,96.2909633934,96.4370644891,96.2913246799
Id_38029,109.3727707152,109.6747275199,109.8118135341,109.6797660041
Id_38030,110.0207955816,110.3093609008,110.4726566737,110.3208750177
Id_38031,110.4381176289,110.8776322547,111.0999569337,110.9098306547
Id_38032,115.742178499,116.1668488865,116.4212215536,116.2038501559
Id_38033,104.6112707846,104.9176129028,105.0781370655,104.9519605438
Id_38034,127.2189750901,127.7317519076,128.012530869,127.7891012141
Id_38035,94.4338693344,94.6671262588,94.8077294421,94.6887145294
Id_38036,99.5631685313,99.7644734287,99.954105545,99.7958703877
Id_38037,113.3596194526,113.626068562,113.8116230493,113.6665788075
Id_38038,96.0256891673,96.2499962095,96.389011979,96.2719963707
Id_38039,122.4021694088,122.7851570001,123.0672394629,122.8316284789
Id_38040,132.956108268,133.4568850669,133.7031779876,133.5092217614
Id_38041,139.3319459732,139.8135765558,140.0973932471,139.872330694
Id_38042,116.7526394949,117.1511998406,117.4439580767,117.2119287761
Id_38043,104.9036029809,105.1984902824,105.3677353445,105.2478237347
Id_38044,126.8234037586,127.3372149171,127.5978283666,127.4049538707
Id_38045,114.505494078,114.9170057433,115.1470807069,114.9667542916
Id_38046,131.8988355427,132.3796481432,132.6702461349,132.4579274096
Id_38047,138.2243507998,138.6854113157,139.0154292282,138.7713036891
Id_38048,116.4321050135,116.8349220887,117.0640591334,116.8855600481
Id_38049,122.0214585161,122.4057803305,122.6684332824,122.4622681009
Id_38050,117.1215769156,117.5106136099,117.768152145,117.5684083938
Id_38051,116.2734665132,116.5015642346,116.723071918,116.5664457576
Id_38052,134.1155642959,134.5864943749,134.8764400103,134.666145109
Id_38053,111.5581272658,111.9670354813,112.2305920012,112.029859148
Id_38054,127.0001892186,127.5072676283,127.7732477675,127.5841096639
Id_38055,94.8303851024,95.0479204073,95.2003364749,95.089799932
Id_38056,120.1705004458,120.5580478948,120.8264141302,120.62214681
Id_38057,115.3443415559,115.7361756204,115.9991218022,115.8012267596
Id_38058,131.3058413943,131.7949069252,132.0590667605,131.8744622327
Id_38059,97.0008465839,97.1969635122,97.3712731247,97.2455248525
Id_38060,115.7501927079,115.9864331127,116.184807678,116.0524566046
Id_38061,133.5126791115,133.992078263,134.2551732737,134.0730258175
Id_38062,111.1000924083,111.3459041796,111.5414359831,111.4126722413
Id_38063,134.3024351387,134.7661527147,135.0617881147,134.8554320103
Id_38064,209.7030017036,209.8289160243,210.0314544177,209.7075864609
Id_38065,201.3108092059,201.4659147881,201.6694704576,201.3554527829
Id_38066,224.1166085652,224.1322099521,224.3122684529,224.0031551222
Id_38067,225.4383218759,225.4231678678,225.6559525073,225.30647872
Id_38068,297.4225846674,297.918525629,298.2911415994,297.8048056388
Id_38069,221.1170613131,221.1415921765,221.260617055,221.0082870152
Id_38070,222.4211635664,222.415401228,222.5861021211,222.294262935
Id_38071,233.0552219697,232.9777668427,233.1994943761,232.8574473806
Id_38072,305.660404773,306.1307731829,306.4187821647,305.996494625
Id_38073,284.5352896132,284.7935979558,285.1124774606,284.6483177283
Id_38074,257.3106224127,257.3544404075,257.4735382466,257.2252993318
Id_38075,325.6148555571,325.9728413455,326.3263427759,325.8392200589
Id_38076,258.8272256972,258.835901945,259.0149845878,258.7210611401
Id_38077,278.2244325502,278.8095042448,279.1831304632,278.7646610586
Id_38078,216.3485946441,216.3500256083,216.5675084523,216.2928513749
Id_38079,257.9313377795,257.9388034357,258.1773576281,257.8887595057
Id_38080,283.0657750251,283.2556960343,283.693618572,283.2071716079
Id_38081,286.1182017755,286.3113699398,286.6768108105,286.2458496722
Id_38082,238.2783874631,238.112220897,238.3665292355,238.0564167528
Id_38083,274.6824310488,274.9145208391,275.2778045139,274.8598536803
Id_38084,287.8039412305,287.9588769196,288.3924153187,287.9097120925
Id_38085,271.105441119,271.0055282774,271.2232996553,270.9534177898
Id_38086,272.7030370749,272.5652681738,272.8467447943,272.5286992863
Id_38087,314.3444799017,314.6703141446,315.0750070893,314.6392452771
Id_38088,211.4575282026,211.5106263271,211.7645545052,211.4776772342
Id_38089,243.7810205113,244.218614993,244.573698983,244.1892392112
Id_38090,232.3439967162,232.4863955638,232.7677405562,232.4804619701
Id_38091,298.1511653629,298.585009933,298.9602176758,298.5796688594
Id_38092,299.9075532177,300.3028966808,300.749076153,300.3149745339
Id_38093,322.931462765,323.2166335475,323.656148706,323.2202931603
Id_38094,256.6925447641,256.645622972,256.893888974,256.639944703
Id_38095,273.4606475967,273.2907216048,273.5943592246,273.2925084067
Id_38096,330.2681833867,330.4708824461,330.982608858,330.4940076043
Id_38097,211.7513664259,211.792212679,212.0547851504,211.7741346967
Id_38098,213.0004804503,213.0124103193,213.3253698349,213.0066220839
Id_38099,257.2940433298,257.6266210097,258.1178333858,257.635983974
Id_38100,242.3596103267,242.4528796079,242.7448525599,242.4564739819
Id_38101,232.6667218556,232.7957757745,233.086621501,232.8062233686
Id_38102,243.7884326526,243.8488922979,244.1984621391,243.8666878405
Id_38103,226.3050962263,226.2287028004,226.4725210014,226.2099094261
Id_38104,248.651213003,248.6572133943,248.9276131627,248.6689313791
Id_38105,282.5810606674,282.7600068657,283.1655894607,282.7548036036
Id_38106,310.4596062985,310.768415318,311.2171733282,310.8031197158
Id_38107,274.2120215724,274.4333771317,274.7653844452,274.4207719683
Id_38108,272.2360051285,272.0882211269,272.3388336791,272.0933280354
Id_38109,211.3877142932,211.5234484823,211.6804186951,211.4275333624
Id_38110,255.3474687671,255.8272619531,256.1290992678,255.7275889847
Id_38111,212.6346932292,212.7421049692,212.9487707882,212.6580130724
Id_38112,232.2673194773,232.5004833242,232.675299227,232.4253615261
Id_38113,248.2244886178,248.3418873794,248.4884560955,248.2622297615
Id_38114,299.8086744779,300.321076254,300.6297522222,300.2438654195
Id_38115,328.2263615854,328.6008778737,328.8840157436,328.5071168978
Id_38116,216.8076426028,216.8477839266,216.967660988,216.8049238731
Id_38117,248.1433259416,248.2368947407,248.3654172228,248.2127102648
Id_38118,315.873058865,316.2424611642,316.6752521018,316.2589943783
Id_38119,270.7322371394,271.045247369,271.2918293398,271.0092339001
Id_38120,285.3370724608,285.540394511,285.9181666061,285.5270749983
Id_38121,309.8259770753,310.2435272974,310.5148610666,310.2333605315
Id_38122,275.2646821438,275.5463990617,275.7859376667,275.5099452205
Id_38123,262.3566317695,262.315335685,262.4794505032,262.3054776674
Id_38124,258.9996872445,259.3603369794,259.7867990835,259.3838588276
Id_38125,245.4048923091,245.4902486017,245.7777738256,245.5215091054
Id_38126,218.692874918,218.6779831338,218.8661550149,218.6782794568
Id_38127,271.1162945481,270.9950064078,271.2466310056,271.0304193254
Id_38128,228.5229900064,228.4478005017,228.5642881581,228.4352094164
Id_38129,239.4474738005,239.2953586605,239.461458487,239.2888981924
Id_38130,263.0856034219,263.013607856,263.1987617348,263.0407391803
Id_38131,257.8395695318,258.2189078133,258.5944057325,258.2454857298
Id_38132,247.5301222246,247.9364091533,248.3081464501,247.9693822985
Id_38133,245.7456812488,245.8168595156,246.114401666,245.8654659012
Id_38134,261.0860976651,261.0589840249,261.2728982856,261.0960024585
Id_38135,225.0696296268,225.0123200717,225.1449692242,225.0156333773
Id_38136,235.8297456618,235.6974597035,235.8798281538,235.7075552904
Id_38137,311.1174200595,311.4824033732,311.7914065603,311.537915184
Id_38138,325.9731070528,326.255571984,326.639278858,326.3228702514
Id_38139,271.4926435022,271.3554122986,271.6180007366,271.4099671861
Id_38140,278.0412824034,278.2392567256,278.5775880462,278.2773430042
Id_38141,291.3226620482,291.4407956853,291.848836033,291.4888695649
Id_38142,261.9072543652,261.8561626177,261.9907678948,261.8863785546
Id_38143,263.4508455725,263.3634380266,263.5591534235,263.4091395156
Id_38144,318.1865645403,318.4741024286,318.850117092,318.5495415255
Id_38145,213.8886668731,213.9691558071,214.1016252091,213.8399131344
Id_38146,258.3660655135,258.7828149533,259.0563205601,258.6430511791
Id_38147,281.4996912053,281.754066176,282.1455072703,281.6265394218
Id_38148,322.1425298181,322.4953514734,322.931987136,322.3816969314
Id_38149,224.8219340788,224.8170579798,224.9289727756,224.6816741141
Id_38150,284.5352896132,284.7935979558,285.1124774606,284.6483177283
Id_38151,236.9592211151,236.8490692509,237.0648982716,236.7268927141
Id_38152,286.2117354134,286.4324016952,286.8187528283,286.3029264958
Id_38153,257.3106224127,257.3544404075,257.4735382466,257.2252993318
Id_38154,258.8272256972,258.835901945,259.0149845878,258.7210611401
Id_38155,272.2172490959,272.5093761397,272.8902796755,272.4465420555
Id_38156,281.4076920961,281.6350043696,282.0058699318,281.5703916292
Id_38157,254.4812290217,254.4991046538,254.6670341506,254.4428625418
Id_38158,255.9812202627,255.9641930641,256.1917434768,255.9225071737
Id_38159,236.8817270963,236.7489159968,236.9474930931,236.6796648766
Id_38160,225.9911573466,225.9280127486,226.1626500145,225.8933386488
Id_38161,235.0042026954,234.8441276272,235.1228624604,234.8220131414
Id_38162,226.7023561145,226.6183235752,226.784419034,226.5775576737
Id_38163,228.0392509659,227.9235374165,228.1428461351,227.8957934162
Id_38164,259.4615781576,259.4152455969,259.5962574072,259.3945720546
Id_38165,271.8586294921,271.7268455157,271.9664820044,271.7128280505
Id_38166,313.3716033386,313.7028479687,314.0590042598,313.6977682701
Id_38167,315.2173540156,315.5074237455,315.9379066521,315.5206450531
Id_38168,217.2516508182,217.2151672842,217.4590704842,217.20364834
Id_38169,262.4251158437,262.7055079356,263.115447793,262.7082663405
Id_38170,274.9632211068,275.1726609345,275.6527245801,275.1832803447
Id_38171,300.3237217647,300.7021368739,301.1606899636,300.7353813923
Id_38172,269.696846695,269.9503413159,270.2878466015,269.9377889592
Id_38173,224.5931688343,224.4959066829,224.7298045046,224.4842570064
Id_38174,267.7532491104,267.64335577,267.9006951708,267.6482284856
Id_38175,308.6416264442,308.990859128,309.3662568503,309.0074116738
Id_38176,325.2839836797,325.507828857,326.0377873908,325.5533144632
Id_38177,275.8278570032,276.012773072,276.4099533467,276.0161380033
Id_38178,272.2360051285,272.0882211269,272.3388336791,272.0933280354
Id_38179,273.8402388954,273.6541694238,273.9689314752,273.6752124257
Id_38180,225.9165676617,225.9417047989,226.0728206084,225.8397927393
Id_38181,260.439872115,260.8708132235,261.0883568928,260.7624445473
Id_38182,216.8785971471,216.9395537013,217.0752079589,216.8482025253
Id_38183,261.974847971,262.3724384209,262.6513607559,262.2786951564
Id_38184,258.5627394104,258.6411346112,258.7821548128,258.550420345
Id_38185,248.2244886178,248.3418873794,248.4884560955,248.2622297615
Id_38186,269.2341493819,269.6081213168,269.8111566768,269.4964411455
Id_38187,282.0963405961,282.4016077996,282.666271577,282.2925773387
Id_38188,224.2075664368,224.211097265,224.3331663033,224.1169513447
Id_38189,267.2938739541,267.3040495763,267.4281997983,267.2106102827
Id_38190,309.9272339243,310.3746406274,310.6685649673,310.2952037631
Id_38191,288.5081869239,288.7426328689,289.0677201356,288.6480996646
Id_38192,314.0234808596,314.4336945513,314.7919785058,314.4318653613
Id_38193,261.5340714973,261.5167645323,261.7602469673,261.5138415367
Id_38194,315.873058865,316.2424611642,316.6752521018,316.2589943783
Id_38195,270.7322371394,271.045247369,271.2918293398,271.0092339001
Id_38196,225.4560418754,225.407132083,225.5651859273,225.3759523559
Id_38197,256.5239737357,256.552672703,256.6647733379,256.5279709488
Id_38198,268.7812054735,268.7289393309,268.8958435332,268.7106191783
Id_38199,290.1131235003,290.2813771021,290.6536789599,290.2680010013
Id_38200,331.9951646665,332.2513400697,332.665742013,332.2692698226
Id_38201,264.1646427798,264.4732704676,264.8166028885,264.4904199308
Id_38202,248.8329551368,248.8978330302,249.046196483,248.9086187436
Id_38203,300.5430806675,300.9929174099,301.3040563465,301.0250536312
Id_38204,271.4843924832,271.7666699363,272.0351987782,271.7688000232
Id_38205,226.0828726255,226.0075293186,226.183719489,226.008090839
Id_38206,273.084213353,273.3307743875,273.6634858014,273.3488045953
Id_38207,269.527960358,269.444219402,269.6326718182,269.463766586
Id_38208,271.1162945481,270.9950064078,271.2466310056,271.0304193254
Id_38209,228.5229900064,228.4478005017,228.5642881581,228.4352094164
Id_38210,240.8591982782,240.6732654266,240.8954870451,240.6807639694
Id_38211,277.6558888991,277.8697414947,278.1967377231,277.8882268527
Id_38212,290.9189251741,291.0538109561,291.4499071539,291.0813458393
Id_38213,261.0860976651,261.0589840249,261.2728982856,261.0960024585
Id_38214,300.9601281773,301.3930719122,301.7164272018,301.4464512207
Id_38215,250.6473428073,250.6638273798,250.8805054801,250.7069088062
Id_38216,262.6248676654,262.5616882353,262.8370026894,262.6141851912
Id_38217,271.8612505331,272.1280983168,272.407644189,272.1493781026
Id_38218,237.2202295947,237.0547353207,237.2924971135,237.0786762528
Id_38219,273.4632840264,273.6942752782,274.0381523471,273.731587161
Id_38220,269.9021125752,269.8025704287,270.0018399587,269.8411285893
Id_38221,325.9731070528,326.255571984,326.639278858,326.3228702514
Id_38222,259.1122203649,259.0605798423,259.2635685235,259.1053912129
Id_38223,278.0412824034,278.2392567256,278.5775880462,278.2773430042
Id_38224,263.4508455725,263.3634380266,263.5591534235,263.4091395156
Id_38225,318.1865645403,318.4741024286,318.850117092,318.5495415255
Id_38226,224.1166085652,224.1322099521,224.3122684529,224.0031551222
Id_38227,270.7109743148,271.0645155741,271.4009149348,270.9257556407
Id_38228,225.4383218759,225.4231678678,225.6559525073,225.30647872
Id_38229,246.2475775003,246.3537871284,246.554109933,246.2440459933
Id_38230,221.1170613131,221.1415921765,221.260617055,221.0082870152
Id_38231,267.0905843686,267.4504570768,267.711490304,267.3063318482
Id_38232,305.660404773,306.1307731829,306.4187821647,305.996494625
Id_38233,307.4608811637,307.8919290072,308.252120928,307.7747620261
Id_38234,322.1425298181,322.4953514734,322.931987136,322.3816969314
Id_38235,236.9592211151,236.8490692509,237.0648982716,236.7268927141
Id_38236,210.8710686857,210.9485709937,211.1852787632,210.8860008932
Id_38237,243.1053364805,243.5700524585,243.9050966069,243.5064725611
Id_38238,202.4323526791,202.5411561349,202.7775752647,202.4871566292
Id_38239,212.1150142721,212.1639310059,212.4506780137,212.1133437937
Id_38240,216.3485946441,216.3500256083,216.5675084523,216.2928513749
Id_38241,313.3595423306,313.7129631191,314.2122367205,313.6902660419
Id_38242,270.1595385541,270.4236537848,270.7919466258,270.3697238034
Id_38243,283.0657750251,283.2556960343,283.693618572,283.2071716079
Id_38244,226.0738153662,226.0163108901,226.1642499994,225.9438334238
Id_38245,272.7030370749,272.5652681738,272.8467447943,272.5286992863
Id_38246,230.9819752002,231.1551664613,231.3818957022,231.1358226233
Id_38247,232.3439967162,232.4863955638,232.7677405562,232.4804619701
Id_38248,260.5258099462,260.8550137989,261.1920383524,260.8242340068
Id_38249,262.0612903637,262.3565483989,262.7556605356,262.3408425294
Id_38250,312.3897044212,312.748431032,313.199007211,312.7516196149
Id_38251,314.2296901354,314.5475339709,315.0727808798,314.569015862
Id_38252,282.1893971193,282.3845093598,282.7784892024,282.3594490218
Id_38253,256.6925447641,256.645622972,256.893888974,256.639944703
Id_38254,237.5401841646,237.3793899161,237.5971008861,237.3433681598
Id_38255,202.085226799,202.1862181411,202.399623372,202.1632693802
Id_38256,203.2775886118,203.3513328829,203.6126280276,203.3400861366
Id_38257,292.7298907094,293.2044133521,293.6857767838,293.2273659104
Id_38258,294.4544489675,294.8914465684,295.4431803289,294.9316685408
Id_38259,260.8875117884,261.2019837332,261.5496926836,261.1895417843
Id_38260,308.6416264442,308.990859128,309.3662568503,309.0074116738
Id_38261,323.3794744043,323.6462354956,324.0990098946,323.672658447
Id_38262,289.0038854154,289.1090510056,289.5783060412,289.1206957365
Id_38263,272.2360051285,272.0882211269,272.3388336791,272.0933280354
Id_38264,256.8525459082,257.2999663114,257.6625278421,257.2146753536
Id_38265,232.2673194773,232.5004833242,232.675299227,232.4253615261
Id_38266,293.9494339244,294.5177250588,294.9222890354,294.4496066054
Id_38267,225.9165676617,225.9417047989,226.0728206084,225.8397927393
Id_38268,274.4915220734,274.8238449583,275.1666078296,274.7333878161
Id_38269,258.5627394104,258.6411346112,258.7821548128,258.550420345
Id_38270,222.8930370065,222.9270500032,222.9973241199,222.8204783643
Id_38271,283.7584667448,284.026695338,284.3579586231,283.9335405552
Id_38272,226.6275327284,226.6320572764,226.6943437549,226.5238502912
Id_38273,237.4617994496,237.3937729028,237.5027498302,237.2871200896
Id_38274,259.3759900348,259.4309581508,259.4932069847,259.3331199896
Id_38275,330.1593280916,330.4908822511,330.8513293515,330.4157763602
Id_38276,213.8190125288,213.8772310919,214.1185456973,213.8529282172
Id_38277,232.1913534275,232.4021611684,232.5600588434,232.3789882491
Id_38278,293.8533804205,294.3932887433,294.7763506405,294.3909113276
Id_38279,228.5141842536,228.4551753922,228.6759393101,228.4297398025
Id_38280,236.234549769,236.1109371639,236.3199920927,236.0849195607
Id_38281,285.3370724608,285.540394511,285.9181666061,285.5270749983
Id_38282,324.620195943,324.9581258096,325.3021371201,324.9566021844
Id_38283,311.6509105347,312.0282665639,312.3726274208,312.0361698431
Id_38284,229.2332880591,229.1531738009,229.3045874772,229.1216075928
Id_38285,330.0514824403,330.3512983937,330.687672026,330.3499358899
Id_38286,274.8914774324,274.7640425878,274.9865371817,274.7614373036
Id_38287,243.9666347593,244.0848776737,244.3148016159,244.1017649513
Id_38288,234.2097393292,234.3630369811,234.594362348,234.3862974641
Id_38289,264.1646427798,264.4732704676,264.8166028885,264.4904199308
Id_38290,302.3135120276,302.7246116321,303.1068926628,302.7745241189
Id_38291,284.4536873227,284.6622056941,284.9958865695,284.6724326906
Id_38292,273.084213353,273.3307743875,273.6634858014,273.3488045953
Id_38293,325.5215132583,325.8225171203,326.1929572265,325.8668124337
Id_38294,271.1162945481,270.9950064078,271.2466310056,271.0304193254
Id_38295,277.6558888991,277.8697414947,278.1967377231,277.8882268527
Id_38296,290.9189251741,291.0538109561,291.4499071539,291.0813458393
Id_38297,330.9678335668,331.2299915768,331.5931948948,331.2752066338
Id_38298,204.9109256907,204.9938019186,205.2114366757,205.0080569198
Id_38299,295.0784592672,295.5690744105,295.9884018609,295.6290613351
Id_38300,296.8168065315,297.2696671165,297.7595374615,297.3472757096
Id_38301,217.7126060637,217.7149068834,217.8608627904,217.717867223
Id_38302,225.0696296268,225.0123200717,225.1449692242,225.0156333773
Id_38303,284.8484824849,285.0407212523,285.3860115641,285.0710144409
Id_38304,312.9499358887,313.2742466293,313.6567857881,313.3482810869
Id_38305,276.4125272786,276.6471664275,276.92016876,276.668954444
Id_38306,333.378717847,333.5778162089,334.0330588013,333.6661894065
Id_38307,243.1053364805,243.5700524585,243.9050966069,243.5064725611
Id_38308,246.1670586268,246.2496316369,246.4320250113,246.1949274376
Id_38309,297.325400094,297.7926573078,298.1435418056,297.7454438029
Id_38310,299.0769396839,299.5060005303,299.9275299118,299.4759172553
Id_38311,313.3595423306,313.7129631191,314.2122367205,313.6902660419
Id_38312,222.3484040248,222.3213256888,222.4758373723,222.2499023453
Id_38313,232.9789993308,232.8792437128,233.083995478,232.8109882636
Id_38314,281.4076920961,281.6350043696,282.0058699318,281.5703916292
Id_38315,266.6412333248,266.5782851522,266.8032738112,266.5268723898
Id_38316,323.9339239442,324.213347205,324.7031004237,324.1902585746
Id_38317,238.2783874631,238.112220897,238.3665292355,238.0564167528
Id_38318,274.6824310488,274.9145208391,275.2778045139,274.8598536803
Id_38319,314.3444799017,314.6703141446,315.0750070893,314.6392452771
Id_38320,211.4575282026,211.5106263271,211.7645545052,211.4776772342
Id_38321,212.7049170327,212.729209289,213.033408355,212.708447401
Id_38322,232.3439967162,232.4863955638,232.7677405562,232.4804619701
Id_38323,243.4503469362,243.5248855804,243.8644442581,243.5255159352
Id_38324,294.0463866748,294.4998956186,295.0393551089,294.5193479754
Id_38325,260.5258099462,260.8550137989,261.1920383524,260.8242340068
Id_38326,262.0612903637,262.3565483989,262.7556605356,262.3408425294
Id_38327,267.3820647624,267.287862016,267.5343892829,267.2739218424
Id_38328,308.2139697532,308.5806505304,308.9434651308,308.5754794243
Id_38329,330.2681833867,330.4708824461,330.982608858,330.4940076043
Id_38330,294.4544489675,294.8914465684,295.4431803289,294.9316685408
Id_38331,215.977722847,215.9710075095,216.16397999,215.9469898227
Id_38332,227.6396586702,227.53168247,227.8290880511,227.5260155778
Id_38333,300.3237217647,300.7021368739,301.1606899636,300.7353813923
Id_38334,308.6416264442,308.990859128,309.3662568503,309.0074116738
Id_38335,269.3311635474,269.1838162252,269.5043254516,269.2043647785
Id_38336,280.457020188,281.0584665595,281.3724343021,281.048301482
Id_38337,233.5604754916,233.7405408146,233.9529298529,233.7308285931
Id_38338,260.0016684396,260.0200179831,260.2025258924,260.0019958027
Id_38339,301.4762571784,301.9213104475,302.2789269976,301.9286178512
Id_38340,234.849819218,234.7590426378,234.9130884326,234.719521751
Id_38341,270.7322371394,271.045247369,271.2918293398,271.0092339001
Id_38342,330.0514824403,330.3512983937,330.687672026,330.3499358899
Id_38343,213.1562694148,213.2186754921,213.4270609352,213.2120728901
Id_38344,257.4820773074,257.8758853612,258.240777196,257.8842798954
Id_38345,204.6265350352,204.7212118531,204.930528278,204.72102661
Id_38346,214.4136319598,214.4470527859,214.7058293954,214.4528894883
Id_38347,234.2097393292,234.3630369811,234.594362348,234.3862974641
Id_38348,218.692874918,218.6779831338,218.8661550149,218.6782794568
Id_38349,264.1646427798,264.4732704676,264.8166028885,264.4904199308
Id_38350,257.2368005797,257.2356631693,257.3682102288,257.2470991919
Id_38351,310.6863439649,311.0688977337,311.3653112174,311.1024571928
Id_38352,247.5301222246,247.9364091533,248.3081464501,247.9693822985
Id_38353,275.5460652403,275.8051303297,276.16154729,275.8341340724
Id_38354,300.9601281773,301.3930719122,301.7164272018,301.4464512207
Id_38355,225.0696296268,225.0123200717,225.1449692242,225.0156333773
Id_38356,241.1937003207,240.9934936162,241.2254549922,241.0179667614
Id_38357,291.3226620482,291.4407956853,291.848836033,291.4888695649
Id_38358,263.4508455725,263.3634380266,263.5591534235,263.4091395156
Id_38359,272.2172490959,272.5093761397,272.8902796755,272.4465420555
Id_38360,257.9313377795,257.9388034357,258.1773576281,257.8887595057
Id_38361,268.5767889185,268.8761243617,269.1806829429,268.8068760813
Id_38362,307.3604275095,307.761861095,308.099608732,307.7134195161
Id_38363,226.0738153662,226.0163108901,226.1642499994,225.9438334238
Id_38364,227.4070199049,227.3180726575,227.518978628,227.2583983388
Id_38365,216.9502159631,216.9264047768,217.1614779334,216.899625955
Id_38366,227.3238765804,227.2292681949,227.5173691014,227.2076110744
Id_38367,222.9666328275,222.9135398357,223.0859368678,222.8733115597
Id_38368,235.0042026954,234.8441276272,235.1228624604,234.8220131414
Id_38369,308.2139697532,308.5806505304,308.9434651308,308.5754794243
Id_38370,322.931462765,323.2166335475,323.656148706,323.2202931603
Id_38371,288.6033510834,288.7251518568,289.1824701571,288.7164715793
Id_38372,274.9632211068,275.1726609345,275.6527245801,275.1832803447
Id_38373,314.6656668356,314.9656489634,315.5039335562,315.0093105363
Id_38374,275.8278570032,276.012773072,276.4099533467,276.0161380033
Id_38375,218.0864432308,218.0969713313,218.2675443563,218.066551946
Id_38376,228.5141842536,228.4551753922,228.6759393101,228.4297398025
Id_38377,263.4326925891,263.7711377313,264.0928869,263.7511215617
Id_38378,299.7107128483,300.1941962691,300.4809991085,300.1840190295
Id_38379,314.0234808596,314.4336945513,314.7919785058,314.4318653613
Id_38380,301.4762571784,301.9213104475,302.2789269976,301.9286178512
Id_38381,224.1342251336,224.1162655958,224.2220399643,224.0722286519
Id_38382,256.5239737357,256.552672703,256.6647733379,256.5279709488
Id_38383,274.8914774324,274.7640425878,274.9865371817,274.7614373036
Id_38384,316.8658716762,317.2075068761,317.5447640131,317.2157198647
Id_38385,217.4105345674,217.4254830743,217.5627229042,217.4131283787
Id_38386,250.2997840144,250.3308025095,250.5373850871,250.3562064449
Id_38387,262.2607663013,262.2129190141,262.4775947397,262.246892463
Id_38388,286.1296540163,286.3002560011,286.7014666297,286.3271811432
Id_38389,289.2150036564,289.3886581248,289.7161769227,289.3992176357
Id_38390,240.8591982782,240.6732654266,240.8954870451,240.6807639694
Id_38391,290.9189251741,291.0538109561,291.4499071539,291.0813458393
Id_38392,315.8852163089,316.2322647135,316.5208223085,316.2665578451
Id_38393,263.0856034219,263.013607856,263.1987617348,263.0407391803
Id_38394,317.7457250072,318.0513447257,318.4144061279,318.1043142597
Id_38395,332.916895909,333.135071874,333.5766651055,333.1999001677
Id_38396,228.1225537575,228.0550481591,228.2499530068,228.0645601593
Id_38397,262.9814790532,263.3094260155,263.6012118066,263.3297214408
Id_38398,275.5460652403,275.8051303297,276.16154729,275.8341340724
Id_38399,249.17848524,249.2289591502,249.3872827561,249.2573013719
Id_38400,262.6248676654,262.5616882353,262.8370026894,262.6141851912
Id_38401,284.8484824849,285.0407212523,285.3860115641,285.0710144409
Id_38402,226.3969383515,226.3083247335,226.4936192166,226.3248217232
